CALQ_0,CALQ_1,CALQ_2,CALQ_3,CALQ_4,CALQ_5,CALQ_6,CALQ_7,CALQ_8,CALQ_9,CALQ_10,CALQ_11,CALQ_12,CALQ_13,CALQ_14,CALQ_15,CALQ_16,CALQ_17,CALQ_18,CALQ_19,CALQ_20,CALQ_21,CALQ_22,CALQ_23,CALQ_24,CALQ_25,CALQ_26,CALQ_27,CALQ_28,CALQ_29,CALQ_30,CALQ_31,CALQ_32,CALQ_33,CALQ_34,CALQ_35,CALQ_36,CALQ_37,CALQ_38,CALQ_39,CALQ_40,CALQ_41,CALQ_42,CALQ_43,CALQ_44,CALQ_45,CALQ_46,CALQ_47
0,0,11,0,0,0,0,17,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,11,14,33,0,0,0,0,65,6,5,0,0,0,8,11
6,51,0,72,0,0,0,0,0,0,0,0,0,0,0,135,0,12,70,0,0,5,24,21,53,0,66,0,32,60,18,0,0,9,18,35,0,0,0,0,0,0,0,0,0,0,77,0
0,8,0,0,0,0,0,0,0,0,0,0,11,0,0,0,15,0,0,0,0,0,16,0,7,0,0,10,5,0,0,0,77,5,10,0,5,70,0,0,0,10,115,0,0,41,0,0
0,0,0,0,0,0,0,0,0,0,7,8,0,0,298,0,0,0,0,10,0,0,0,0,0,0,0,12,0,0,0,0,34,14,0,0,0,0,0,0,0,0,19,0,32,0,16,0
6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,17,0,7,15,44,0,0,0,0,0,0,0,0,17,0,0,0,82,0,0,0,0,0,7,118,0
0,0,53,0,0,0,0,0,0,0,194,6,0,7,86,80,14,7,0,17,28,14,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,40,0,52,0,17,0
0,12,0,0,0,0,0,0,0,10,29,0,32,0,0,0,38,0,0,0,0,0,0,0,0,16,14,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0
0,11,0,13,13,0,0,21,0,0,0,20,0,0,0,0,0,9,6,0,14,0,0,0,0,0,31,69,0,0,63,87,0,0,0,0,0,0,0,40,0,0,69,68,29,0,0,17
31,0,0,0,26,0,0,29,5,7,0,152,0,0,0,0,0,0,0,18,0,5,0,0,0,13,0,0,0,0,0,0,0,19,51,0,0,0,0,0,6,0,0,0,0,0,0,0
6,0,0,165,0,0,0,9,0,0,0,10,0,0,16,0,0,16,0,0,0,0,0,0,0,26,0,0,0,0,5,0,0,0,0,0,0,0,12,14,0,0,0,29,0,0,0,0
0,0,40,10,7,0,0,0,33,42,0,0,0,0,0,0,0,0,48,193,21,34,105,0,0,41,12,0,0,13,7,73,0,13,0,0,0,0,0,64,10,19,14,24,0,0,0,0
6,5,27,0,9,0,0,0,0,33,0,0,62,0,0,26,0,0,0,0,18,9,0,0,26,0,0,0,0,0,0,0,12,0,536,0,13,0,178,38,0,0,0,0,0,0,0,0
19,0,0,6,0,0,11,0,0,28,0,0,0,0,0,0,44,110,0,0,9,0,0,0,0,0,0,5,9,5,0,12,0,0,0,0,6,0,0,0,29,0,0,0,0,0,57,61
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,21,0,0,0,0,0,37,0,0,0
0,0,0,0,0,0,0,0,11,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,24,0,0,0,0,0,0,0,0
7,0,0,0,0,16,0,0,0,0,0,0,6,18,0,0,90,0,0,0,0,0,0,25,0,0,0,0,7,15,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,11
0,0,48,0,0,21,6,0,0,24,21,0,0,284,0,8,0,0,22,0,0,0,0,0,0,0,0,17,0,0,10,0,74,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
5,0,0,0,12,0,0,0,0,0,173,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
185,0,0,0,0,34,9,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,6,0,0,25,8,0,0,0,0,0,0,0,0,0
0,172,0,0,48,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,7,0,0,48,0,7,0,0,0,0,0,0,0,88,0,0,0,0,0,13,0
0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,20,0,0,0,0,0,0,29,14,0,0,0,9,9,0,6,36,44,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,17,0,0,0,27,0,0,0,0,0,0,0,964,0,25,13,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,203,0,0,308,0
15,0,0,0,22,0,0,10,28,0,228,13,0,0,28,0,0,0,15,0,0,0,0,0,0,10,0,8,0,0,0,21,35,153,0,13,0,45,16,16,0,6,0,6,0,0,8,0
0,0,18,0,7,5,71,122,0,0,33,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,26,0,0,0,0,0,0,0,0,0
0,16,0,0,0,0,12,0,0,34,116,0,9,93,24,0,0,0,11,0,23,0,0,0,0,39,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,55,261,0,0,66,0,0,0,0,0,0,0,0,15,89,55,0,0,7,0,0,0,0
0,24,0,0,0,11,0,0,52,12,0,0,0,0,0,0,0,0,15,10,0,0,0,0,0,0,0,0,6,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,10,51,0,0
14,132,28,0,5,0,0,0,16,0,0,0,12,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,133,25,0,0,0,16,9,35,46,14,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,0,0,10,11,0,0,0,0,0,0,0,0,0,11,9,0,0,0,0,0,10,255,38,0,11,0,0,0,0
5,0,5,0,0,0,0,14,0,0,0,0,0,18,7,0,0,0,0,55,0,0,0,0,70,0,0,0,0,0,0,0,0,0,14,9,0,0,0,16,0,0,0,0,0,0,0,0
0,17,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,115,0,0,0,162,0,21,0,0,79,0,0,28,6,0,0,0,0,0,0,0,0
0,28,15,0,0,49,0,0,0,19,18,292,12,7,12,0,0,0,0,0,0,0,0,0,0,0,56,34,0,52,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
0,0,27,215,15,0,21,190,0,0,0,83,17,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,102,0,0,22,36,0,0,0,114,0,0,0,53,0,0,0
0,0,0,0,0,0,0,0,33,5,8,0,0,0,0,26,18,15,0,0,0,11,0,0,0,8,10,0,0,0,0,0,23,0,0,0,0,0,5,0,0,0,0,0,9,0,0,13
0,0,0,0,0,0,19,25,0,0,0,0,10,0,0,0,0,0,0,0,44,29,0,0,0,0,0,0,36,0,0,0,0,9,0,0,13,11,0,0,0,0,0,0,0,0,0,14
0,8,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,41,0,0,9,20,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,8,0,0,0,0,6,9,30,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,44,22,0,0,59,0,0,0,11,30,21,0,0,0,0,0
0,0,10,0,21,0,0,0,0,0,0,0,0,0,0,6,0,0,15,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,19,0,6,0,0,0,0,342,69,0,123,0,0
0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,21,0,37,25,9,0,0,0,0,0,0,0,0,7,0,0,0,15,12,0,80,0,10,0,12,0,0,7,0,0,38,0
0,0,0,30,0,0,0,0,0,0,0,0,0,0,70,0,9,0,49,0,0,10,0,0,0,0,0,0,28,0,0,11,0,0,0,0,0,0,27,17,0,0,0,0,0,16,26,0
0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,179,8,0,0,0,32,0,17,0,0,15,0,0,0,0,12,0,0,0,0,0,0
0,6,0,0,0,0,0,0,0,10,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,14,115,0,0,0,0,26,0,0,0,0,0,0
0,0,0,0,0,13,37,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,12,15,15,0,0,0,0,0,0,0,0,0,32,56,0,16,12,13,0,7,0,0,0,0,0,0,0,0,11,6,0,0,8,0,0,0,0,0,0,0,51,0,0,0,0
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,18,0,11,0,0,0,0,0,0,0,0,7,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,41,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,75,0,0,17,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,6,0,0,0,0
0,0,0,0,48,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,34,0,0,0,0,15,0,0,0,0,0,0,0,68,0,0,106,21,35,0,0,0,0,0,0,6,0,0,9,6,0,14,45,0,0,0,0,0,0,176,0,0,0,0,0,0
0,23,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,6,0,33,6,0,0,10,0,0,11,0,0,0,18,0,0,0,0,0,0,0,33,22,0,0,350,0,0,26,52,23
0,0,0,0,0,0,0,0,0,0,0,0,0,35,57,0,278,88,27,0,0,0,0,40,0,7,14,0,0,10,0,0,0,0,0,0,0,98,0,10,0,0,0,0,0,0,0,0
0,0,0,0,0,141,14,0,0,24,0,0,43,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,31,12,25,0,0,0,0,83,7,0,0,0,0,0,0,0,0,11,0
0,10,85,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,84,0,0,18,0,16,0,0,0,324,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,20,0
0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,8,0,0,0,0,12,0
0,0,39,0,0,0,0,0,0,0,0,0,0,30,13,47,0,94,10,0,0,0,0,0,0,0,0,32,0,0,140,0,0,0,0,0,0,0,9,0,0,15,0,51,0,0,0,0
0,0,6,11,11,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,47,0,0,63,112,0,0,0,0,14
5,85,0,0,0,14,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6,18,0,0,0,0,0,0,0,0,0,25,0,10,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,15,0,0,7,0,0,0,0,0,0,12,0,47,17,9,0,0,0,208,22,153,10,10,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,122,0,0,0,0,10,0,0,0,0,0,21,0,0,132,0,0,0,0,39,0,0,0,0,6,0,10,0,0,0,0,0,34,0,0,8,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1001,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,116,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
0,0,0,0,0,0,0,27,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0
27,0,0,0,0,5,0,0,0,0,0,0,0,0,16,0,17,22,0,0,12,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,41
0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11,94,0,0,0,0,0,0,16,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,29,0,0,0,24,0,21,0,0,0,0,0,6,8,0,0,0,0,0,0,0,8,0,0,0,0,47,0,0,15,11,7,0,0,0,0,0,0,0,0,0,0,31,0,0,0,6
0,0,0,11,0,0,31,34,0,0,8,0,0,0,0,0,24,21,0,224,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,83,63,0,0,0,0,0,0,11,13,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,8,0,0,0,34,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,206,136,0,0,0,8,0,0,14,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,36,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,143,17,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,300,0,0,0,34,0,0,0,0,0,0,0,0,0,11,23,12,0,0,0,0,0,0,0
0,0,8,6,0,0,0,0,0,0,0,6,10,0,0,0,20,9,10,0,0,0,0,0,0,0,0,71,0,12,0,0,0,0,0,60,0,0,0,21,0,98,40,0,0,16,22,17
0,0,0,36,0,0,12,7,0,323,0,0,0,29,0,0,139,23,0,0,113,0,21,13,0,0,11,0,0,17,0,0,0,0,0,0,0,11,0,0,0,0,0,19,0,0,0,0
131,0,0,11,0,0,0,0,38,0,0,0,11,0,41,0,128,0,0,0,17,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,15,0,0,12,0,0,0,153
14,370,0,0,0,0,15,0,30,0,0,0,0,0,0,0,11,71,357,0,20,1339,95,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,57,0,51,22,24,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,108,0,0,0,0,0,0,8,0,12,0,0,50,25,0,0,0,0,0,0,19,15,0,0,0,0,0,0
0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,13,0,177,0,176,0,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,175,57,0,0,0,0,0,57,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,9,11,0,0,0,0,68,31
0,0,0,0,17,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,47,0,0,0,227,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,28,22,74,0,0,6,0,0,0,0,0,0,0,0,130,39,6,9,0,0,0,0,7,0,23,0,0,24
0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,17,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,93,0,0,0,6,0,24,0,0,0,0,0
0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
0,0,10,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,51,0,0,0,0,0
7,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,10,0,0,0,0,0,0,0,0,0,0,0,38,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,6,0,0,0,0,10,14,0,0,29,15,0,0,0,0,0,0,0,6,0,0,0,0,31,0,0,0,0,0,10,14,0
0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,9,0,20,16,0,0,0,0,8,0,29,10,0,0,0,0,62,0,0,0
9,12,0,0,0,0,0,0,0,0,0,0,11,73,0,0,0,0,0,24,0,0,7,0,24,0,56,0,0,0,0,63,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0
0,0,0,40,0,0,12,0,0,0,0,0,0,0,37,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,30,0,0,82,10,0,0,0,0,0,24,0,7,35,0,16,0,0,6,0,0,268,86,0,0,181,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,156,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,43,20,0,0,0,0,9,77,0,0
0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,85,0,0,10,0,0,7,6,104,0,0,14,0,0,0,18,0,0,0,0,0,0,0,0,6,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,456,22,0,0,126,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,68,0,0,25,0,8,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,11,0,0,39,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,146,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,25,0,0,0,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,12,0,0,0,36,0,0,0,0,0,0,0,0,0,0,20,0,0,184,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,11,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,0,7,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0
0,0,0,0,0,23,0,33,0,11,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,7,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
0,0,0,0,152,0,0,0,63,0,0,0,0,70,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0
0,0,26,0,0,0,0,0,0,0,26,35,0,28,0,38,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,49,31,20,0,0,0,0,185,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0
0,0,0,73,78,0,0,0,24,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
0,0,0,0,8,0,0,0,11,0,0,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,97,0,0,0,0,0,0,0,0,0
0,0,18,30,0,36,0,0,0,0,0,0,0,0,9,24,0,0,0,101,0,0,82,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,46,158,59,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0
0,0,0,11,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,308,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,11,0,0,0,0,36,0,121,0,33,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,7,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,6,7,0,18,20,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,6,18,6,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,9,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0,0,0,0,0,44,0,21,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,14,0,0,0,0,0,16,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,12,0,0,0,157,0,0,0,15
72,14,93,61,36,27,54,95,26,17,58,302,56,23,58,125,0,0,50,106,0,17,80,49,18,51,23,45,75,108,60,15,158,104,22,19,0,0,0,0,0,0,0,0,0,0,0,0
31,39,0,0,69,67,129,0,143,304,33,143,295,64,139,102,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,196,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,45,89,11,29,87,80,51,50,69,69,38,146,64,161,73,0,0,0,32,0,0,0,52,0,0,0,85,0,0,0,424,86,163,77,52,194,53,316,17,57,37,10,0,101,38,0,0
0,0,0,0,0,0,0,7,2,167,132,95,122,104,35,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,243,0,0,168,59,0,0,82,32,0,0,160,2,0,0
